Datetime,Ticker,open,high,low,close,volume
2025-12-01 11:00:00+09:00,005930,101400.0,101700.0,100800.0,101400.0,1582216
2025-12-01 13:00:00+09:00,005930,101400.0,101500.0,100200.0,100400.0,2060487
2025-12-02 09:00:00+09:00,005930,101200.0,102800.0,101000.0,102750.0,5551925
2025-12-02 11:00:00+09:00,005930,102750.0,103400.0,102600.0,103300.0,3574147
2025-12-02 13:00:00+09:00,005930,103200.0,103500.0,102700.0,103200.0,2512165
2025-12-03 09:00:00+09:00,005930,104700.0,105500.0,104000.0,105100.0,6618645
2025-12-03 11:00:00+09:00,005930,105100.0,105200.0,104400.0,105150.0,2069350
2025-12-03 13:00:00+09:00,005930,105200.0,105400.0,104900.0,105000.0,2988430
2025-12-04 09:00:00+09:00,005930,103900.0,104500.0,103200.0,103700.0,4853790
2025-12-04 11:00:00+09:00,005930,103600.0,104000.0,103300.0,103900.0,1789016
2025-12-04 13:00:00+09:00,005930,103900.0,104900.0,103900.0,104900.0,3107181
2025-12-05 09:00:00+09:00,005930,105300.0,107900.0,104600.0,106900.0,9776147
2025-12-05 11:00:00+09:00,005930,106900.0,107500.0,106600.0,107300.0,2609921
2025-12-05 13:00:00+09:00,005930,107200.0,107900.0,106900.0,107800.0,3899529
2025-12-08 09:00:00+09:00,005930,109700.0,109900.0,108000.0,109400.0,4939115
2025-12-08 11:00:00+09:00,005930,109350.0,110000.0,109300.0,109700.0,2526950
2025-12-08 13:00:00+09:00,005930,109700.0,110000.0,109000.0,109000.0,3771459
2025-12-09 09:00:00+09:00,005930,108900.0,109400.0,108200.0,108300.0,5054005
2025-12-09 11:00:00+09:00,005930,108200.0,108500.0,107300.0,107900.0,2987025
2025-12-09 13:00:00+09:00,005930,107900.0,109200.0,107700.0,109000.0,2744476
2025-12-10 09:00:00+09:00,005930,108300.0,109800.0,107400.0,107600.0,5752546
2025-12-10 11:00:00+09:00,005930,107600.0,108800.0,107500.0,108750.0,1858500
2025-12-10 13:00:00+09:00,005930,108800.0,109000.0,107600.0,107600.0,2781798
2025-12-11 09:00:00+09:00,005930,109200.0,110500.0,108900.0,109100.0,6673357
2025-12-11 11:00:00+09:00,005930,109100.0,109100.0,107800.0,108300.0,3612378
2025-12-11 13:00:00+09:00,005930,108300.0,108700.0,108000.0,108100.0,2165908
2025-12-12 09:00:00+09:00,005930,107100.0,108900.0,106800.0,108700.0,4989509
2025-12-12 11:00:00+09:00,005930,108700.0,108900.0,107500.0,107750.0,2739442
2025-12-12 13:00:00+09:00,005930,107800.0,108600.0,107700.0,108300.0,3037185
2025-12-15 09:00:00+09:00,005930,105300.0,105700.0,104600.0,105300.0,7801721
2025-12-15 11:00:00+09:00,005930,105300.0,105800.0,105000.0,105150.0,3153450
2025-12-15 13:00:00+09:00,005930,105150.0,105400.0,105000.0,105100.0,4352960
2025-12-16 09:00:00+09:00,005930,104900.0,105600.0,103400.0,103500.0,7917547
2025-12-16 11:00:00+09:00,005930,103600.0,104000.0,103100.0,103900.0,3990098
2025-12-16 13:00:00+09:00,005930,103900.0,103900.0,103000.0,103000.0,3843949
2025-12-17 09:00:00+09:00,005930,103500.0,105900.0,103400.0,105600.0,9220434
2025-12-17 11:00:00+09:00,005930,105600.0,106000.0,105400.0,105700.0,3715770
2025-12-17 13:00:00+09:00,005930,105800.0,107000.0,105200.0,106900.0,5006395
2025-12-18 09:00:00+09:00,005930,106400.0,107900.0,106000.0,106700.0,9441798
2025-12-18 11:00:00+09:00,005930,106800.0,107200.0,105800.0,106000.0,3563554
2025-12-18 13:00:00+09:00,005930,105900.0,108000.0,105900.0,108000.0,4348232
2025-12-19 09:00:00+09:00,005930,109700.0,109700.0,106200.0,106900.0,9897271
2025-12-19 11:00:00+09:00,005930,106900.0,107800.0,106500.0,107250.0,3687146
2025-12-19 13:00:00+09:00,005930,107250.0,107600.0,106400.0,106450.0,4369115
2025-12-22 09:00:00+09:00,005930,109700.0,110100.0,109300.0,109900.0,8030978
2025-12-22 11:00:00+09:00,005930,110000.0,110400.0,109600.0,109800.0,4840622
2025-12-22 13:00:00+09:00,005930,109800.0,110300.0,109700.0,110250.0,4761733
2025-12-23 09:00:00+09:00,005930,110900.0,112500.0,110400.0,112000.0,10738248
2025-12-23 11:00:00+09:00,005930,112000.0,112300.0,111000.0,111400.0,3737554
2025-12-23 13:00:00+09:00,005930,111400.0,112100.0,111300.0,111700.0,3665253
2025-12-24 09:00:00+09:00,005930,112400.0,112400.0,111200.0,111500.0,5522114
2025-12-24 11:00:00+09:00,005930,111550.0,111600.0,111200.0,111300.0,2021091
2025-12-24 13:00:00+09:00,005930,111200.0,111600.0,110900.0,111200.0,3155954
2025-12-26 09:00:00+09:00,005930,112400.0,116300.0,112400.0,116200.0,15679289
2025-12-26 11:00:00+09:00,005930,116200.0,116900.0,116100.0,116400.0,6934573
2025-12-26 13:00:00+09:00,005930,116400.0,116800.0,116100.0,116700.0,5986850
2025-12-29 09:00:00+09:00,005930,119400.0,119700.0,118300.0,119000.0,7541785
2025-12-29 11:00:00+09:00,005930,119000.0,119100.0,118200.0,118700.0,3514748
2025-12-29 13:00:00+09:00,005930,118700.0,119500.0,118500.0,118500.0,3725603
2025-12-30 09:00:00+09:00,005930,119100.0,121200.0,118700.0,120600.0,9411219
2025-12-30 11:00:00+09:00,005930,120700.0,120700.0,120000.0,120700.0,3069874
2025-12-30 13:00:00+09:00,005930,120700.0,120900.0,120100.0,120200.0,2813126
